Nota,TitluReview,Nume,Data,Review
10/10,Masterpiece *Movie Of the Year* Best Actor - Joaquin Phoenix*,wongcalvin,10/2/2019,"Wow I honestly gotta tell you, it's one of the best movies I've seen in years. All from the cinematography, thumping and sadden soundtrack, all the way to the OMG performance by Joaquin Phoenix, it's dark, it's evolving, twisting and wow just you can feel deep down to your bones his emotions portraying the Joker.Just alone watching hearing The Jokers laugh is so twisty and evil and you could hear his sadness coming out from his mouth. You could hear the hours of practice just on the laugh alone and his method acting is perfectly on point along with his subtle gestures and dance that is done perfectly as the Joker should be. This movie has all the psychological twisting that made you believed and immersed into the movie, I was totally shocked and overwhelmed by everything even after I left the cinema. Just mind-blowned.When I was watching in just now in the cinema, more than half the cinema cheered and applauded on certain scenes. And almost the entire patron stayed until the last credit. If u looked closely even Joker costume were evolving and changing from time to time based on his journey and experienced and just looked at the final and true form just looked absolutely stunning. Just the excitement and the dialogues told by The Joker is just so heart-crushing and it just made me felt so bad for the Joker, and it's the first time where I sided with the evil character or maybe he is the hero of this movie, who knows ?Honestly, u have to watch it, it's one of the best performance u be watching in a Long time, movies like this deserves to be watched on the Big Screen, go find the best cinema in town and enjoy the wild ride of emotions and fear and anger, just satisfying!!"
10/10,Leave your American Politics at the door and enjoy this film,Keyser.S,10/5/2019,No one cares about your country's inability to separate Reel and Real influences. Film is a medium not just for political ideals or comments.Watch it
10/10,Masterpiece!,zyalahmad-35308,10/4/2019,JOKER is a gift to the audiences. I felt as a privileged person to sit in a movie theater and watching it. Joaquin Phoenix and Todd Phillips gave to the world of cinema a rear pearl. I don't know what people are complaining about: this is really something else.
10/10,The best this year,hayooshghnim,11/30/2019,"This movie can makes you feel the bitterness, the sadness, the whole psychopathic transitionA perfect impactYou would definitely after this movie understand the JokerGood musicgood directedAmazing actor :Joaquin phoenixThe best character development i ever seen"
10/10,You get it or you don't,doctersmooth,11/27/2019,Beautifully acted and beautiful story.Refreshing to watch compared to most films in 2019.
10/10,¡absolutely incredible!,joaquinr-64300,10/6/2019,"I can't believe that such a totally perfect and spectacular movie I just saw, I am completely stunned. This movie needs to be in the Oscars. Nominated to:This film must be nominated for the following awards:Best moviebest ActorBest screenplayBest addressBest Adapted ScreenplayBest soundtrackBest sound mixing"
10/10,Hats off to Joaquin phoenix,Hmnsu1994,9/3/2019,What a legendary character and what a legendary performance by the actor. I was not able to move on from the Heath ledger performance but this movie is totally worth it. This movie deserves an oscar. It showcased the never before seen origin of The Joker himself and you will love it.
8/10,Uncomfortably Satisfying,kazarlengo-299-754799,10/4/2019,"To say it was satisfying would be somewhat misleading. Joaquin Phoenix makes you feel uncomfortable almost the entire time. I couldn't help thinking about Christian Bale in The Machinist and Robert De Niro in Taxi Driver. With those comparisons, clearly I have some high praise on the acting.The film itself slowly builds momentum, but when it builds...it's really builds. Those looking for traditional comic book action may feel it moves a bit slow, but it's pace allows for the transformation to not feel superficial. When you walk out of the theater you won't know exactly how to feel, but you'll surely want to know how everyone else feels about it."
10/10,Joker: an outsider before a criminal,figachealluce,9/1/2019,Joker: an outsider before a criminal
3/10,Miserable and Unpleasant Slog of a Movie about Nothing,michaelmcdonald-20730,10/4/2019,"BREAKING NEWS: Killer clowns are back! But this time they're not pranksters mimicking Pennywise to scare the sh*t out of people for viral memes; they're ""incels"" threatening to gun down everyone who chooses to take their date to this dour, depressing, demented movie.If this Joker were the one featured in Nolan's marvelously entertaining Dark Knight, I doubt any of your skinny lonely drugged-up psychos would be rushing to hail this guy as his hero and inspiration.Ledger's Joker is brilliant, manipulaitve, and consumed with an infectious, and sometimes charming, confidence. Phoenix's Joker is dumb, depressing, and insecure. Ledger makes things happen. Things happen to Phoenix. The Joker controls events in Dark Knight. Events spiral out of control in Joker.There is no fun in this movie, no great action set pieces, no hint of hope or optimism. It's a two hour slog of watching a miserable man drive himself insane until he starts murdering people. Then seemingly everyone goes insane because ""they've had enough!""Change the name of this movie to Arthur, eliminate the very few references to the Batman universe, and I doubt you'd think this was an origin story to the Joker we all know and love. Maybe this Joker is the closest to what the Joker would resemble in the real world...which is perhaps why this movie is so awful. Who wants that movie?There are plenty of good character-driven films of mentally disturbed individuals who spiral out of control. There are plenty of good dark gritty super hero movies. This is neither of them."
